Genomes	C	S	D	F	M	n
xanthomonadales/GCA_014489875.1_ASM1448987v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014489875.1_ASM1448987v1_genomic.fna.txt;99.4	99.2	0.2	0.4	0.2	1152	   
xanthomonadales/GCA_014489885.1_ASM1448988v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014489885.1_ASM1448988v1_genomic.fna.txt;99.3	99.1	0.2	0.4	0.3	1152	   
xanthomonadales/GCA_014581695.1_ASM1458169v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014581695.1_ASM1458169v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_014581725.1_ASM1458172v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014581725.1_ASM1458172v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_014581755.1_ASM1458175v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014581755.1_ASM1458175v1_genomic.fna.txt;98.8	98.5	0.3	0.0	1.2	1152	   
xanthomonadales/GCA_014581765.1_ASM1458176v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014581765.1_ASM1458176v1_genomic.fna.txt;80.6	80.5	0.1	0.1	19.3	1152	   
xanthomonadales/GCA_014581775.1_ASM1458177v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014581775.1_ASM1458177v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_014581815.1_ASM1458181v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014581815.1_ASM1458181v1_genomic.fna.txt;66.7	66.5	0.2	0.0	33.3	1152	   
xanthomonadales/GCA_014581825.1_ASM1458182v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014581825.1_ASM1458182v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_014581855.1_ASM1458185v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014581855.1_ASM1458185v1_genomic.fna.txt;99.8	99.4	0.4	0.1	0.1	1152	   
xanthomonadales/GCA_014581865.1_ASM1458186v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014581865.1_ASM1458186v1_genomic.fna.txt;97.8	97.5	0.3	0.0	2.2	1152	   
xanthomonadales/GCA_014581875.1_ASM1458187v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014581875.1_ASM1458187v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_015956405.1_ASM1595640v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015956405.1_ASM1595640v1_genomic.fna.txt;96.8	96.5	0.3	0.1	3.1	1152	   
xanthomonadales/GCA_015996525.1_ASM1599652v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996525.1_ASM1599652v1_genomic.fna.txt;98.5	98.4	0.1	0.0	1.5	1152	   
xanthomonadales/GCA_015996535.1_ASM1599653v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996535.1_ASM1599653v1_genomic.fna.txt;98.9	98.7	0.2	0.2	0.9	1152	   
xanthomonadales/GCA_015996605.1_ASM1599660v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996605.1_ASM1599660v1_genomic.fna.txt;99.1	99.0	0.1	0.0	0.9	1152	   
xanthomonadales/GCA_015996625.1_ASM1599662v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996625.1_ASM1599662v1_genomic.fna.txt;99.5	99.4	0.1	0.0	0.5	1152	   
xanthomonadales/GCA_015996635.1_ASM1599663v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996635.1_ASM1599663v1_genomic.fna.txt;98.9	98.8	0.1	0.0	1.1	1152	   
xanthomonadales/GCA_015996665.1_ASM1599666v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996665.1_ASM1599666v1_genomic.fna.txt;98.8	98.7	0.1	0.0	1.2	1152	   
xanthomonadales/GCA_015996685.1_ASM1599668v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996685.1_ASM1599668v1_genomic.fna.txt;99.1	99.0	0.1	0.1	0.8	1152	   
xanthomonadales/GCA_015996705.1_ASM1599670v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996705.1_ASM1599670v1_genomic.fna.txt;98.8	98.7	0.1	0.0	1.2	1152	   
xanthomonadales/GCA_015996715.1_ASM1599671v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996715.1_ASM1599671v1_genomic.fna.txt;99.2	99.1	0.1	0.0	0.8	1152	   
xanthomonadales/GCA_015996735.1_ASM1599673v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996735.1_ASM1599673v1_genomic.fna.txt;99.1	99.0	0.1	0.0	0.9	1152	   
xanthomonadales/GCA_015996765.1_ASM1599676v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996765.1_ASM1599676v1_genomic.fna.txt;99.5	99.4	0.1	0.0	0.5	1152	   
xanthomonadales/GCA_015996785.1_ASM1599678v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996785.1_ASM1599678v1_genomic.fna.txt;98.3	98.1	0.2	0.2	1.5	1152	   
xanthomonadales/GCA_015996795.1_ASM1599679v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996795.1_ASM1599679v1_genomic.fna.txt;98.8	98.7	0.1	0.2	1.0	1152	   
xanthomonadales/GCA_015996805.1_ASM1599680v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996805.1_ASM1599680v1_genomic.fna.txt;99.0	98.8	0.2	0.3	0.7	1152	   
xanthomonadales/GCA_015996825.1_ASM1599682v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996825.1_ASM1599682v1_genomic.fna.txt;98.1	98.0	0.1	0.2	1.7	1152	   
xanthomonadales/GCA_015996865.1_ASM1599686v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996865.1_ASM1599686v1_genomic.fna.txt;99.0	98.8	0.2	0.1	0.9	1152	   
xanthomonadales/GCA_015996875.1_ASM1599687v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996875.1_ASM1599687v1_genomic.fna.txt;99.7	99.5	0.2	0.1	0.2	1152	   
xanthomonadales/GCA_015996895.1_ASM1599689v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996895.1_ASM1599689v1_genomic.fna.txt;99.4	99.3	0.1	0.0	0.6	1152	   
xanthomonadales/GCA_015996915.1_ASM1599691v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996915.1_ASM1599691v1_genomic.fna.txt;98.9	98.7	0.2	0.0	1.1	1152	   
xanthomonadales/GCA_015996945.1_ASM1599694v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996945.1_ASM1599694v1_genomic.fna.txt;99.4	99.1	0.3	0.0	0.6	1152	   
xanthomonadales/GCA_015996965.1_ASM1599696v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996965.1_ASM1599696v1_genomic.fna.txt;99.1	98.9	0.2	0.1	0.8	1152	   
xanthomonadales/GCA_015996985.1_ASM1599698v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996985.1_ASM1599698v1_genomic.fna.txt;99.0	98.9	0.1	0.0	1.0	1152	   
xanthomonadales/GCA_015996995.1_ASM1599699v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015996995.1_ASM1599699v1_genomic.fna.txt;97.2	97.0	0.2	0.1	2.7	1152	   
xanthomonadales/GCA_015997005.1_ASM1599700v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997005.1_ASM1599700v1_genomic.fna.txt;99.0	98.8	0.2	0.1	0.9	1152	   
xanthomonadales/GCA_015997045.1_ASM1599704v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997045.1_ASM1599704v1_genomic.fna.txt;99.2	99.0	0.2	0.0	0.8	1152	   
xanthomonadales/GCA_015997065.1_ASM1599706v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997065.1_ASM1599706v1_genomic.fna.txt;99.0	98.5	0.5	0.0	1.0	1152	   
xanthomonadales/GCA_015997075.1_ASM1599707v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997075.1_ASM1599707v1_genomic.fna.txt;99.5	99.2	0.3	0.0	0.5	1152	   
xanthomonadales/GCA_015997095.1_ASM1599709v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997095.1_ASM1599709v1_genomic.fna.txt;98.4	98.1	0.3	0.1	1.5	1152	   
xanthomonadales/GCA_015997125.1_ASM1599712v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997125.1_ASM1599712v1_genomic.fna.txt;98.5	98.4	0.1	0.0	1.5	1152	   
xanthomonadales/GCA_015997135.1_ASM1599713v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997135.1_ASM1599713v1_genomic.fna.txt;97.8	97.7	0.1	0.0	2.2	1152	   
xanthomonadales/GCA_015997165.1_ASM1599716v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997165.1_ASM1599716v1_genomic.fna.txt;98.6	98.4	0.2	0.0	1.4	1152	   
xanthomonadales/GCA_015997185.1_ASM1599718v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997185.1_ASM1599718v1_genomic.fna.txt;99.2	99.0	0.2	0.1	0.7	1152	   
xanthomonadales/GCA_015997195.1_ASM1599719v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997195.1_ASM1599719v1_genomic.fna.txt;99.5	99.4	0.1	0.0	0.5	1152	   
xanthomonadales/GCA_015997205.1_ASM1599720v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997205.1_ASM1599720v1_genomic.fna.txt;97.9	97.7	0.2	0.1	2.0	1152	   
xanthomonadales/GCA_015997225.1_ASM1599722v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997225.1_ASM1599722v1_genomic.fna.txt;99.1	99.0	0.1	0.0	0.9	1152	   
xanthomonadales/GCA_015997245.1_ASM1599724v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997245.1_ASM1599724v1_genomic.fna.txt;99.0	98.7	0.3	0.1	0.9	1152	   
xanthomonadales/GCA_015997285.1_ASM1599728v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997285.1_ASM1599728v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015997295.1_ASM1599729v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997295.1_ASM1599729v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015997305.1_ASM1599730v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997305.1_ASM1599730v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_015997345.1_ASM1599734v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997345.1_ASM1599734v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015997355.1_ASM1599735v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997355.1_ASM1599735v1_genomic.fna.txt;99.2	99.0	0.2	0.1	0.7	1152	   
xanthomonadales/GCA_015997385.1_ASM1599738v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997385.1_ASM1599738v1_genomic.fna.txt;99.3	99.1	0.2	0.3	0.4	1152	   
xanthomonadales/GCA_015997395.1_ASM1599739v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997395.1_ASM1599739v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_015997415.1_ASM1599741v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997415.1_ASM1599741v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015997445.1_ASM1599744v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997445.1_ASM1599744v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015997455.1_ASM1599745v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997455.1_ASM1599745v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_015997485.1_ASM1599748v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997485.1_ASM1599748v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_015997495.1_ASM1599749v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997495.1_ASM1599749v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_015997525.1_ASM1599752v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997525.1_ASM1599752v1_genomic.fna.txt;99.5	99.4	0.1	0.0	0.5	1152	   
xanthomonadales/GCA_015997535.1_ASM1599753v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997535.1_ASM1599753v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_015997565.1_ASM1599756v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997565.1_ASM1599756v1_genomic.fna.txt;99.8	99.6	0.2	0.0	0.2	1152	   
xanthomonadales/GCA_015997575.1_ASM1599757v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997575.1_ASM1599757v1_genomic.fna.txt;99.7	99.6	0.1	0.1	0.2	1152	   
xanthomonadales/GCA_015997605.1_ASM1599760v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997605.1_ASM1599760v1_genomic.fna.txt;99.5	99.3	0.2	0.0	0.5	1152	   
xanthomonadales/GCA_015997615.1_ASM1599761v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997615.1_ASM1599761v1_genomic.fna.txt;99.1	98.9	0.2	0.1	0.8	1152	   
xanthomonadales/GCA_015997625.1_ASM1599762v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997625.1_ASM1599762v1_genomic.fna.txt;98.7	98.6	0.1	0.1	1.2	1152	   
xanthomonadales/GCA_015997665.1_ASM1599766v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997665.1_ASM1599766v1_genomic.fna.txt;99.4	99.0	0.4	0.2	0.4	1152	   
xanthomonadales/GCA_015997675.1_ASM1599767v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997675.1_ASM1599767v1_genomic.fna.txt;98.7	98.4	0.3	0.2	1.1	1152	   
xanthomonadales/GCA_015997705.1_ASM1599770v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997705.1_ASM1599770v1_genomic.fna.txt;95.9	95.6	0.3	0.1	4.0	1152	   
xanthomonadales/GCA_015997715.1_ASM1599771v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997715.1_ASM1599771v1_genomic.fna.txt;96.4	96.1	0.3	0.1	3.5	1152	   
xanthomonadales/GCA_015997745.1_ASM1599774v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997745.1_ASM1599774v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015997755.1_ASM1599775v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997755.1_ASM1599775v1_genomic.fna.txt;99.3	99.2	0.1	0.0	0.7	1152	   
xanthomonadales/GCA_015997785.1_ASM1599778v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997785.1_ASM1599778v1_genomic.fna.txt;99.5	99.2	0.3	0.3	0.2	1152	   
xanthomonadales/GCA_015997795.1_ASM1599779v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997795.1_ASM1599779v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_015997805.1_ASM1599780v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997805.1_ASM1599780v1_genomic.fna.txt;98.4	98.3	0.1	0.0	1.6	1152	   
xanthomonadales/GCA_015997845.1_ASM1599784v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997845.1_ASM1599784v1_genomic.fna.txt;99.7	99.5	0.2	0.1	0.2	1152	   
xanthomonadales/GCA_015997855.1_ASM1599785v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997855.1_ASM1599785v1_genomic.fna.txt;99.5	99.4	0.1	0.4	0.1	1152	   
xanthomonadales/GCA_015997885.1_ASM1599788v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997885.1_ASM1599788v1_genomic.fna.txt;98.7	98.5	0.2	0.9	0.4	1152	   
xanthomonadales/GCA_015997895.1_ASM1599789v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997895.1_ASM1599789v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_015997905.1_ASM1599790v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997905.1_ASM1599790v1_genomic.fna.txt;99.2	99.0	0.2	0.4	0.4	1152	   
xanthomonadales/GCA_015997945.1_ASM1599794v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997945.1_ASM1599794v1_genomic.fna.txt;99.4	99.3	0.1	0.2	0.4	1152	   
xanthomonadales/GCA_015997955.1_ASM1599795v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997955.1_ASM1599795v1_genomic.fna.txt;99.2	99.2	0.0	0.3	0.5	1152	   
xanthomonadales/GCA_015997985.1_ASM1599798v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997985.1_ASM1599798v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_015997995.1_ASM1599799v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015997995.1_ASM1599799v1_genomic.fna.txt;99.4	99.2	0.2	0.3	0.3	1152	   
xanthomonadales/GCA_015998005.1_ASM1599800v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998005.1_ASM1599800v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_015998015.1_ASM1599801v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998015.1_ASM1599801v1_genomic.fna.txt;98.6	98.6	0.0	1.1	0.3	1152	   
xanthomonadales/GCA_015998025.1_ASM1599802v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998025.1_ASM1599802v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015998085.1_ASM1599808v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998085.1_ASM1599808v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_015998095.1_ASM1599809v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998095.1_ASM1599809v1_genomic.fna.txt;99.4	99.2	0.2	0.1	0.5	1152	   
xanthomonadales/GCA_015998105.1_ASM1599810v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998105.1_ASM1599810v1_genomic.fna.txt;99.5	99.3	0.2	0.3	0.2	1152	   
xanthomonadales/GCA_015998115.1_ASM1599811v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998115.1_ASM1599811v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_015998125.1_ASM1599812v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998125.1_ASM1599812v1_genomic.fna.txt;99.6	99.4	0.2	0.3	0.1	1152	   
xanthomonadales/GCA_015998185.1_ASM1599818v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998185.1_ASM1599818v1_genomic.fna.txt;99.9	99.6	0.3	0.1	0.0	1152	   
xanthomonadales/GCA_015998195.1_ASM1599819v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998195.1_ASM1599819v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015998205.1_ASM1599820v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998205.1_ASM1599820v1_genomic.fna.txt;99.7	99.5	0.2	0.3	0.0	1152	   
xanthomonadales/GCA_015998215.1_ASM1599821v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998215.1_ASM1599821v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_015998255.1_ASM1599825v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998255.1_ASM1599825v1_genomic.fna.txt;99.6	99.4	0.2	0.2	0.2	1152	   
xanthomonadales/GCA_015998285.1_ASM1599828v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998285.1_ASM1599828v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_015998295.1_ASM1599829v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998295.1_ASM1599829v1_genomic.fna.txt;99.4	99.3	0.1	0.0	0.6	1152	   
xanthomonadales/GCA_015998305.1_ASM1599830v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998305.1_ASM1599830v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_015998335.1_ASM1599833v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998335.1_ASM1599833v1_genomic.fna.txt;99.8	99.5	0.3	0.1	0.1	1152	   
xanthomonadales/GCA_015998355.1_ASM1599835v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998355.1_ASM1599835v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_015998385.1_ASM1599838v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998385.1_ASM1599838v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015998395.1_ASM1599839v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998395.1_ASM1599839v1_genomic.fna.txt;99.5	99.3	0.2	0.3	0.2	1152	   
xanthomonadales/GCA_015998415.1_ASM1599841v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998415.1_ASM1599841v1_genomic.fna.txt;99.8	99.5	0.3	0.2	0.0	1152	   
xanthomonadales/GCA_015998435.1_ASM1599843v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998435.1_ASM1599843v1_genomic.fna.txt;99.5	99.3	0.2	0.3	0.2	1152	   
xanthomonadales/GCA_015998455.1_ASM1599845v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998455.1_ASM1599845v1_genomic.fna.txt;99.7	99.5	0.2	0.2	0.1	1152	   
xanthomonadales/GCA_015998485.1_ASM1599848v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998485.1_ASM1599848v1_genomic.fna.txt;99.6	99.4	0.2	0.2	0.2	1152	   
xanthomonadales/GCA_015998495.1_ASM1599849v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998495.1_ASM1599849v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_015998525.1_ASM1599852v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998525.1_ASM1599852v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_015998545.1_ASM1599854v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998545.1_ASM1599854v1_genomic.fna.txt;99.7	99.4	0.3	0.2	0.1	1152	   
xanthomonadales/GCA_015998565.1_ASM1599856v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998565.1_ASM1599856v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_015998575.1_ASM1599857v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998575.1_ASM1599857v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015998585.1_ASM1599858v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998585.1_ASM1599858v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_015998605.1_ASM1599860v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998605.1_ASM1599860v1_genomic.fna.txt;99.8	99.6	0.2	0.2	0.0	1152	   
xanthomonadales/GCA_015998645.1_ASM1599864v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998645.1_ASM1599864v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_015998665.1_ASM1599866v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998665.1_ASM1599866v1_genomic.fna.txt;99.8	99.5	0.3	0.1	0.1	1152	   
xanthomonadales/GCA_015998685.1_ASM1599868v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998685.1_ASM1599868v1_genomic.fna.txt;99.9	99.6	0.3	0.1	0.0	1152	   
xanthomonadales/GCA_015998695.1_ASM1599869v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998695.1_ASM1599869v1_genomic.fna.txt;99.8	99.6	0.2	0.2	0.0	1152	   
xanthomonadales/GCA_015998745.1_ASM1599874v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998745.1_ASM1599874v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_015998765.1_ASM1599876v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998765.1_ASM1599876v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_015998775.1_ASM1599877v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998775.1_ASM1599877v1_genomic.fna.txt;99.8	99.8	0.0	0.0	0.2	1152	   
xanthomonadales/GCA_015998785.1_ASM1599878v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998785.1_ASM1599878v1_genomic.fna.txt;99.8	99.5	0.3	0.1	0.1	1152	   
xanthomonadales/GCA_015998795.1_ASM1599879v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998795.1_ASM1599879v1_genomic.fna.txt;99.6	99.4	0.2	0.2	0.2	1152	   
xanthomonadales/GCA_015998845.1_ASM1599884v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998845.1_ASM1599884v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_015998865.1_ASM1599886v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998865.1_ASM1599886v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_015998875.1_ASM1599887v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998875.1_ASM1599887v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
